date,rank,source,target,attention
2020-06-23,5,Asset_29,Asset_25,0.031341
2020-06-24,1,Asset_1,Asset_25,0.031308
2020-06-24,2,Asset_5,Asset_25,0.031308
2020-06-24,3,Asset_13,Asset_25,0.031308
2020-06-24,4,Asset_16,Asset_25,0.031308
2020-06-24,5,Asset_21,Asset_25,0.031308
2020-06-25,1,Asset_18,Asset_25,0.031291
2020-06-25,2,Asset_30,Asset_25,0.031291
2020-06-25,3,Asset_0,Asset_25,0.031291
2020-06-25,4,Asset_1,Asset_25,0.031291
2020-06-25,5,Asset_2,Asset_25,0.031291
2020-06-26,1,Asset_4,Asset_25,0.031273
2020-06-26,2,Asset_2,Asset_25,0.031273
2020-06-26,3,Asset_29,Asset_25,0.031273
2020-06-26,4,Asset_3,Asset_25,0.031273
2020-06-26,5,Asset_6,Asset_25,0.031273
2020-06-29,1,Asset_0,Asset_3,0.031255
2020-06-29,2,Asset_4,Asset_3,0.031255
2020-06-29,3,Asset_6,Asset_3,0.031255
2020-06-29,4,Asset_9,Asset_3,0.031255
2020-06-29,5,Asset_10,Asset_3,0.031255
2020-06-30,1,Asset_2,Asset_14,0.031369
2020-06-30,2,Asset_5,Asset_14,0.031369
2020-06-30,3,Asset_6,Asset_14,0.031369
2020-06-30,4,Asset_8,Asset_14,0.031369
2020-06-30,5,Asset_9,Asset_14,0.031369
2020-07-01,1,Asset_3,Asset_14,0.03136
2020-07-01,2,Asset_6,Asset_14,0.03136
2020-07-01,3,Asset_19,Asset_14,0.03136
2020-07-01,4,Asset_22,Asset_14,0.03136
2020-07-01,5,Asset_24,Asset_14,0.03136
2020-07-02,1,Asset_6,Asset_14,0.031333
2020-07-02,2,Asset_10,Asset_14,0.031333
2020-07-02,3,Asset_28,Asset_14,0.031333
2020-07-02,4,Asset_31,Asset_14,0.031333
2020-07-02,5,Asset_0,Asset_14,0.031333
2020-07-03,1,Asset_5,Asset_14,0.031375
2020-07-03,2,Asset_0,Asset_14,0.031375
2020-07-03,3,Asset_1,Asset_14,0.031375
2020-07-03,4,Asset_2,Asset_14,0.031375
2020-07-03,5,Asset_3,Asset_14,0.031375
2020-07-06,1,Asset_1,Asset_14,0.031413
2020-07-06,2,Asset_2,Asset_14,0.031413
2020-07-06,3,Asset_8,Asset_14,0.031413
2020-07-06,4,Asset_23,Asset_14,0.031413
2020-07-06,5,Asset_26,Asset_14,0.031413
2020-07-07,1,Asset_1,Asset_14,0.031377
2020-07-07,2,Asset_4,Asset_14,0.031377
2020-07-07,3,Asset_10,Asset_14,0.031377
2020-07-07,4,Asset_11,Asset_14,0.031377
2020-07-07,5,Asset_15,Asset_14,0.031377
2020-07-08,1,Asset_0,Asset_5,0.031332
2020-07-08,2,Asset_1,Asset_5,0.031332
2020-07-08,3,Asset_2,Asset_5,0.031332
2020-07-08,4,Asset_3,Asset_5,0.031332
2020-07-08,5,Asset_4,Asset_5,0.031332
2020-07-09,1,Asset_0,Asset_14,0.031309
2020-07-09,2,Asset_1,Asset_14,0.031309
2020-07-09,3,Asset_2,Asset_14,0.031309
2020-07-09,4,Asset_3,Asset_14,0.031309
2020-07-09,5,Asset_4,Asset_14,0.031309
2020-07-10,1,Asset_0,Asset_30,0.031356
2020-07-10,2,Asset_1,Asset_30,0.031356
2020-07-10,3,Asset_5,Asset_30,0.031356
2020-07-10,4,Asset_8,Asset_30,0.031356
2020-07-10,5,Asset_9,Asset_30,0.031356
2020-07-13,1,Asset_0,Asset_11,0.031333
2020-07-13,2,Asset_7,Asset_11,0.031333
2020-07-13,3,Asset_8,Asset_11,0.031333
2020-07-13,4,Asset_10,Asset_11,0.031333
2020-07-13,5,Asset_12,Asset_11,0.031333
2020-07-14,1,Asset_2,Asset_12,0.03131
2020-07-14,2,Asset_5,Asset_12,0.03131
2020-07-14,3,Asset_8,Asset_12,0.03131
2020-07-14,4,Asset_10,Asset_12,0.03131
2020-07-14,5,Asset_14,Asset_12,0.03131
2020-07-15,1,Asset_16,Asset_7,0.031324
2020-07-15,2,Asset_20,Asset_7,0.031324
2020-07-15,3,Asset_28,Asset_7,0.031324
2020-07-15,4,Asset_30,Asset_7,0.031324
2020-07-15,5,Asset_0,Asset_7,0.031324
2020-07-16,1,Asset_6,Asset_27,0.0313
2020-07-16,2,Asset_8,Asset_27,0.0313
2020-07-16,3,Asset_13,Asset_27,0.0313
2020-07-16,4,Asset_16,Asset_27,0.0313
2020-07-16,5,Asset_18,Asset_27,0.0313
2020-07-17,1,Asset_1,Asset_24,0.031293
2020-07-17,2,Asset_11,Asset_24,0.031293
2020-07-17,3,Asset_22,Asset_24,0.031293
2020-07-17,4,Asset_0,Asset_24,0.031293
2020-07-17,5,Asset_2,Asset_24,0.031293
2020-07-20,1,Asset_0,Asset_25,0.03133
2020-07-20,2,Asset_5,Asset_25,0.03133
2020-07-20,3,Asset_6,Asset_25,0.03133
2020-07-20,4,Asset_9,Asset_25,0.03133
2020-07-20,5,Asset_11,Asset_25,0.03133
2020-07-21,1,Asset_0,Asset_28,0.031321
2020-07-21,2,Asset_1,Asset_28,0.031321
2020-07-21,3,Asset_2,Asset_28,0.031321
2020-07-21,4,Asset_4,Asset_28,0.031321
2020-07-21,5,Asset_5,Asset_28,0.031321
2020-07-22,1,Asset_2,Asset_19,0.031311
2020-07-22,2,Asset_3,Asset_19,0.031311
2020-07-22,3,Asset_5,Asset_19,0.031311
2020-07-22,4,Asset_8,Asset_19,0.031311
2020-07-22,5,Asset_18,Asset_19,0.031311
2020-07-23,1,Asset_1,Asset_19,0.031294
2020-07-23,2,Asset_4,Asset_19,0.031294
2020-07-23,3,Asset_6,Asset_19,0.031294
2020-07-23,4,Asset_21,Asset_19,0.031294
2020-07-23,5,Asset_24,Asset_19,0.031294
2020-07-24,1,Asset_1,Asset_19,0.031362
2020-07-24,2,Asset_0,Asset_19,0.031362
2020-07-24,3,Asset_2,Asset_19,0.031362
2020-07-24,4,Asset_3,Asset_19,0.031362
2020-07-24,5,Asset_4,Asset_19,0.031362
2020-07-27,1,Asset_1,Asset_19,0.031315
2020-07-27,2,Asset_2,Asset_19,0.031315
2020-07-27,3,Asset_4,Asset_19,0.031315
2020-07-27,4,Asset_10,Asset_19,0.031315
2020-07-27,5,Asset_25,Asset_19,0.031315
2020-07-28,1,Asset_0,Asset_4,0.031304
2020-07-28,2,Asset_1,Asset_4,0.031304
2020-07-28,3,Asset_2,Asset_4,0.031304
2020-07-28,4,Asset_5,Asset_4,0.031304
2020-07-28,5,Asset_8,Asset_4,0.031304
2020-07-29,1,Asset_0,Asset_19,0.031298
2020-07-29,2,Asset_2,Asset_19,0.031298
2020-07-29,3,Asset_12,Asset_19,0.031298
2020-07-29,4,Asset_14,Asset_19,0.031298
2020-07-29,5,Asset_21,Asset_19,0.031298
2020-07-30,1,Asset_2,Asset_8,0.031343
2020-07-30,2,Asset_31,Asset_8,0.031343
2020-07-30,3,Asset_0,Asset_8,0.031343
2020-07-30,4,Asset_1,Asset_8,0.031343
2020-07-30,5,Asset_3,Asset_8,0.031343
2020-07-31,1,Asset_0,Asset_22,0.031309
2020-07-31,2,Asset_1,Asset_22,0.031309
2020-07-31,3,Asset_2,Asset_22,0.031309
2020-07-31,4,Asset_3,Asset_22,0.031309
2020-07-31,5,Asset_4,Asset_22,0.031309
2020-08-03,1,Asset_9,Asset_22,0.03128
2020-08-03,2,Asset_15,Asset_22,0.03128
2020-08-03,3,Asset_21,Asset_22,0.03128
2020-08-03,4,Asset_0,Asset_22,0.03128
2020-08-03,5,Asset_1,Asset_22,0.03128
2020-08-04,1,Asset_28,Asset_8,0.031274
2020-08-04,2,Asset_0,Asset_8,0.031274
2020-08-04,3,Asset_1,Asset_8,0.031274
2020-08-04,4,Asset_2,Asset_8,0.031274
2020-08-04,5,Asset_3,Asset_8,0.031274
2020-08-05,1,Asset_1,Asset_8,0.031308
2020-08-05,2,Asset_2,Asset_8,0.031308
2020-08-05,3,Asset_3,Asset_8,0.031308
2020-08-05,4,Asset_4,Asset_8,0.031308
2020-08-05,5,Asset_5,Asset_8,0.031308
2020-08-06,1,Asset_4,Asset_2,0.031269
2020-08-06,2,Asset_6,Asset_2,0.031269
2020-08-06,3,Asset_22,Asset_2,0.031269
2020-08-06,4,Asset_24,Asset_2,0.031269
2020-08-06,5,Asset_25,Asset_2,0.031269
2020-08-07,1,Asset_10,Asset_20,0.031275
2020-08-07,2,Asset_15,Asset_20,0.031275
2020-08-07,3,Asset_16,Asset_20,0.031275
2020-08-07,4,Asset_17,Asset_20,0.031275
2020-08-07,5,Asset_23,Asset_20,0.031275
2020-08-10,1,Asset_12,Asset_19,0.031265
2020-08-10,2,Asset_28,Asset_19,0.031265
2020-08-10,3,Asset_0,Asset_19,0.031265
2020-08-10,4,Asset_1,Asset_19,0.031265
2020-08-10,5,Asset_2,Asset_19,0.031265
2020-08-11,1,Asset_0,Asset_25,0.031306
2020-08-11,2,Asset_1,Asset_25,0.031306
2020-08-11,3,Asset_2,Asset_25,0.031306
2020-08-11,4,Asset_3,Asset_25,0.031306
2020-08-11,5,Asset_4,Asset_25,0.031306
2020-08-12,1,Asset_4,Asset_25,0.031387
2020-08-12,2,Asset_13,Asset_25,0.031387
2020-08-12,3,Asset_0,Asset_25,0.031387
2020-08-12,4,Asset_1,Asset_25,0.031387
2020-08-12,5,Asset_2,Asset_25,0.031387
2020-08-13,1,Asset_0,Asset_25,0.031356
2020-08-13,2,Asset_1,Asset_25,0.031356
2020-08-13,3,Asset_2,Asset_25,0.031356
2020-08-13,4,Asset_3,Asset_25,0.031356
2020-08-13,5,Asset_4,Asset_25,0.031356
2020-08-14,1,Asset_0,Asset_1,0.031274
2020-08-14,2,Asset_2,Asset_1,0.031274
2020-08-14,3,Asset_3,Asset_1,0.031274
2020-08-14,4,Asset_4,Asset_1,0.031274
2020-08-14,5,Asset_5,Asset_1,0.031274
2020-08-17,1,Asset_1,Asset_28,0.031276
2020-08-17,2,Asset_2,Asset_28,0.031276
2020-08-17,3,Asset_3,Asset_28,0.031276
2020-08-17,4,Asset_4,Asset_28,0.031276
2020-08-17,5,Asset_5,Asset_28,0.031276
2020-08-18,1,Asset_10,Asset_28,0.031269
2020-08-18,2,Asset_0,Asset_28,0.031269
2020-08-18,3,Asset_1,Asset_28,0.031269
2020-08-18,4,Asset_2,Asset_28,0.031269
2020-08-18,5,Asset_4,Asset_28,0.031269
2020-08-19,1,Asset_1,Asset_28,0.031266
2020-08-19,2,Asset_0,Asset_28,0.031266
2020-08-19,3,Asset_2,Asset_28,0.031266
2020-08-19,4,Asset_3,Asset_28,0.031266
2020-08-19,5,Asset_4,Asset_28,0.031266
2020-08-20,1,Asset_4,Asset_16,0.031262
2020-08-20,2,Asset_14,Asset_16,0.031262
2020-08-20,3,Asset_17,Asset_16,0.031262
2020-08-20,4,Asset_20,Asset_16,0.031262
2020-08-20,5,Asset_22,Asset_16,0.031262
2020-08-21,1,Asset_0,Asset_28,0.031269
2020-08-21,2,Asset_1,Asset_28,0.031269
2020-08-21,3,Asset_2,Asset_28,0.031269
2020-08-21,4,Asset_3,Asset_28,0.031269
2020-08-21,5,Asset_4,Asset_28,0.031269
2020-08-24,1,Asset_16,Asset_3,0.031285
2020-08-24,2,Asset_29,Asset_3,0.031285
2020-08-24,3,Asset_0,Asset_3,0.031285
2020-08-24,4,Asset_1,Asset_3,0.031285
2020-08-24,5,Asset_4,Asset_3,0.031285
2020-08-25,1,Asset_0,Asset_30,0.031279
2020-08-25,2,Asset_1,Asset_30,0.031279
2020-08-25,3,Asset_2,Asset_30,0.031279
2020-08-25,4,Asset_3,Asset_30,0.031279
2020-08-25,5,Asset_4,Asset_30,0.031279
2020-08-26,1,Asset_0,Asset_20,0.031271
2020-08-26,2,Asset_2,Asset_20,0.031271
2020-08-26,3,Asset_4,Asset_20,0.031271
2020-08-26,4,Asset_5,Asset_20,0.031271
2020-08-26,5,Asset_6,Asset_20,0.031271
2020-08-27,1,Asset_0,Asset_3,0.031323
2020-08-27,2,Asset_2,Asset_3,0.031323
2020-08-27,3,Asset_4,Asset_3,0.031323
2020-08-27,4,Asset_5,Asset_3,0.031323
2020-08-27,5,Asset_6,Asset_3,0.031323
2020-08-28,1,Asset_2,Asset_30,0.031262
2020-08-28,2,Asset_3,Asset_30,0.031262
2020-08-28,3,Asset_4,Asset_30,0.031262
2020-08-28,4,Asset_7,Asset_30,0.031262
2020-08-28,5,Asset_9,Asset_30,0.031262
2020-08-31,1,Asset_0,Asset_30,0.031269
2020-08-31,2,Asset_2,Asset_30,0.031269
2020-08-31,3,Asset_4,Asset_30,0.031269
2020-08-31,4,Asset_9,Asset_30,0.031269
2020-08-31,5,Asset_14,Asset_30,0.031269
2020-09-01,1,Asset_0,Asset_8,0.03128
2020-09-01,2,Asset_1,Asset_8,0.03128
2020-09-01,3,Asset_2,Asset_8,0.03128
2020-09-01,4,Asset_3,Asset_8,0.03128
2020-09-01,5,Asset_4,Asset_8,0.03128
2020-09-02,1,Asset_3,Asset_7,0.03132
2020-09-02,2,Asset_6,Asset_7,0.03132
2020-09-02,3,Asset_9,Asset_7,0.03132
2020-09-02,4,Asset_10,Asset_7,0.03132
2020-09-02,5,Asset_13,Asset_7,0.03132
2020-09-03,1,Asset_23,Asset_7,0.031332
2020-09-03,2,Asset_0,Asset_7,0.031332
2020-09-03,3,Asset_1,Asset_7,0.031332
2020-09-03,4,Asset_3,Asset_7,0.031332
2020-09-03,5,Asset_4,Asset_7,0.031332
2020-09-04,1,Asset_24,Asset_3,0.031274
2020-09-04,2,Asset_2,Asset_3,0.031274
2020-09-04,3,Asset_8,Asset_3,0.031274
2020-09-04,4,Asset_9,Asset_3,0.031274
2020-09-04,5,Asset_10,Asset_3,0.031274
2020-09-08,1,Asset_0,Asset_30,0.031262
2020-09-08,2,Asset_1,Asset_30,0.031262
2020-09-08,3,Asset_2,Asset_30,0.031262
2020-09-08,4,Asset_4,Asset_30,0.031262
2020-09-08,5,Asset_5,Asset_30,0.031262
2020-09-09,1,Asset_1,Asset_4,0.03129
2020-09-09,2,Asset_2,Asset_4,0.03129
2020-09-09,3,Asset_7,Asset_4,0.03129
2020-09-09,4,Asset_8,Asset_4,0.03129
2020-09-09,5,Asset_11,Asset_4,0.03129
2020-09-10,1,Asset_8,Asset_19,0.031343
2020-09-10,2,Asset_11,Asset_19,0.031343
2020-09-10,3,Asset_25,Asset_19,0.031343
2020-09-10,4,Asset_0,Asset_19,0.031343
2020-09-10,5,Asset_1,Asset_19,0.031343
2020-09-11,1,Asset_0,Asset_24,0.031365
2020-09-11,2,Asset_1,Asset_24,0.031365
2020-09-11,3,Asset_2,Asset_24,0.031365
2020-09-11,4,Asset_3,Asset_24,0.031365
2020-09-11,5,Asset_4,Asset_24,0.031365
2020-09-14,1,Asset_15,Asset_24,0.03138
2020-09-14,2,Asset_22,Asset_24,0.03138
2020-09-14,3,Asset_26,Asset_24,0.03138
2020-09-14,4,Asset_30,Asset_24,0.03138
2020-09-14,5,Asset_18,Asset_24,0.03138
2020-09-15,1,Asset_21,Asset_4,0.031324
2020-09-15,2,Asset_0,Asset_4,0.031324
2020-09-15,3,Asset_1,Asset_4,0.031324
2020-09-15,4,Asset_2,Asset_4,0.031324
2020-09-15,5,Asset_3,Asset_4,0.031324
2020-09-16,1,Asset_1,Asset_4,0.031315
2020-09-16,2,Asset_3,Asset_4,0.031315
2020-09-16,3,Asset_5,Asset_4,0.031315
2020-09-16,4,Asset_6,Asset_4,0.031315
2020-09-16,5,Asset_7,Asset_4,0.031315
2020-09-17,1,Asset_12,Asset_19,0.031317
2020-09-17,2,Asset_0,Asset_19,0.031317
2020-09-17,3,Asset_1,Asset_19,0.031317
2020-09-17,4,Asset_2,Asset_19,0.031317
2020-09-17,5,Asset_3,Asset_19,0.031317
2020-09-18,1,Asset_1,Asset_25,0.031337
2020-09-18,2,Asset_2,Asset_25,0.031337
2020-09-18,3,Asset_3,Asset_25,0.031337
2020-09-18,4,Asset_4,Asset_25,0.031337
2020-09-18,5,Asset_5,Asset_25,0.031337
2020-09-21,1,Asset_0,Asset_7,0.031289
2020-09-21,2,Asset_2,Asset_7,0.031289
2020-09-21,3,Asset_3,Asset_7,0.031289
2020-09-21,4,Asset_5,Asset_7,0.031289
2020-09-21,5,Asset_8,Asset_7,0.031289
2020-09-22,1,Asset_30,Asset_4,0.031306
2020-09-22,2,Asset_1,Asset_4,0.031306
2020-09-22,3,Asset_2,Asset_4,0.031306
2020-09-22,4,Asset_6,Asset_4,0.031306
2020-09-22,5,Asset_14,Asset_4,0.031306
2020-09-23,1,Asset_2,Asset_3,0.031327
2020-09-23,2,Asset_6,Asset_3,0.031327
2020-09-23,3,Asset_7,Asset_3,0.031327
2020-09-23,4,Asset_10,Asset_3,0.031327
2020-09-23,5,Asset_11,Asset_3,0.031327
2020-09-24,1,Asset_12,Asset_4,0.031305
2020-09-24,2,Asset_26,Asset_4,0.031305
2020-09-24,3,Asset_0,Asset_4,0.031305
2020-09-24,4,Asset_1,Asset_4,0.031305
2020-09-24,5,Asset_2,Asset_4,0.031305
2020-09-25,1,Asset_1,Asset_2,0.031273
2020-09-25,2,Asset_3,Asset_2,0.031273
2020-09-25,3,Asset_5,Asset_2,0.031273
2020-09-25,4,Asset_7,Asset_2,0.031273
2020-09-25,5,Asset_12,Asset_2,0.031273
2020-09-28,1,Asset_0,Asset_2,0.031332
2020-09-28,2,Asset_1,Asset_2,0.031332
2020-09-28,3,Asset_3,Asset_2,0.031332
2020-09-28,4,Asset_4,Asset_2,0.031332
2020-09-28,5,Asset_5,Asset_2,0.031332
2020-09-29,1,Asset_4,Asset_0,0.031643
2020-09-29,2,Asset_13,Asset_0,0.031643
2020-09-29,3,Asset_31,Asset_0,0.031643
2020-09-29,4,Asset_1,Asset_0,0.031643
2020-09-29,5,Asset_2,Asset_0,0.031643
2020-09-30,1,Asset_1,Asset_0,0.031313
2020-09-30,2,Asset_2,Asset_0,0.031313
2020-09-30,3,Asset_3,Asset_0,0.031313
2020-09-30,4,Asset_4,Asset_0,0.031313
2020-09-30,5,Asset_5,Asset_0,0.031313
2020-10-01,1,Asset_23,Asset_7,0.031315
2020-10-01,2,Asset_25,Asset_7,0.031315
2020-10-01,3,Asset_0,Asset_7,0.031315
2020-10-01,4,Asset_1,Asset_7,0.031315
2020-10-01,5,Asset_2,Asset_7,0.031315
2020-10-02,1,Asset_0,Asset_7,0.03135
2020-10-02,2,Asset_3,Asset_7,0.03135
2020-10-02,3,Asset_5,Asset_7,0.03135
2020-10-02,4,Asset_6,Asset_7,0.03135
2020-10-02,5,Asset_8,Asset_7,0.03135
2020-10-05,1,Asset_0,Asset_2,0.03131
2020-10-05,2,Asset_1,Asset_2,0.03131
2020-10-05,3,Asset_3,Asset_2,0.03131
2020-10-05,4,Asset_4,Asset_2,0.03131
2020-10-05,5,Asset_5,Asset_2,0.03131
2020-10-06,1,Asset_0,Asset_7,0.031347
2020-10-06,2,Asset_1,Asset_7,0.031347
2020-10-06,3,Asset_2,Asset_7,0.031347
2020-10-06,4,Asset_3,Asset_7,0.031347
2020-10-06,5,Asset_4,Asset_7,0.031347
2020-10-07,1,Asset_3,Asset_7,0.031324
2020-10-07,2,Asset_8,Asset_7,0.031324
2020-10-07,3,Asset_9,Asset_7,0.031324
2020-10-07,4,Asset_13,Asset_7,0.031324
2020-10-07,5,Asset_21,Asset_7,0.031324
2020-10-08,1,Asset_0,Asset_1,0.03155
2020-10-08,2,Asset_2,Asset_1,0.03155
2020-10-08,3,Asset_6,Asset_1,0.03155
2020-10-08,4,Asset_11,Asset_1,0.03155
2020-10-08,5,Asset_13,Asset_1,0.03155
2020-10-09,1,Asset_19,Asset_1,0.031604
2020-10-09,2,Asset_16,Asset_1,0.031604
2020-10-09,3,Asset_22,Asset_1,0.031604
2020-10-09,4,Asset_28,Asset_1,0.031604
2020-10-09,5,Asset_30,Asset_1,0.031604
2020-10-12,1,Asset_0,Asset_1,0.031285
2020-10-12,2,Asset_3,Asset_1,0.031285
2020-10-12,3,Asset_4,Asset_1,0.031285
2020-10-12,4,Asset_5,Asset_1,0.031285
2020-10-12,5,Asset_6,Asset_1,0.031285
2020-10-13,1,Asset_12,Asset_1,0.031285
2020-10-13,2,Asset_13,Asset_1,0.031285
2020-10-13,3,Asset_21,Asset_1,0.031285
2020-10-13,4,Asset_25,Asset_1,0.031285
2020-10-13,5,Asset_0,Asset_1,0.031285
2020-10-14,1,Asset_0,Asset_1,0.031288
2020-10-14,2,Asset_2,Asset_1,0.031288
2020-10-14,3,Asset_3,Asset_1,0.031288
2020-10-14,4,Asset_4,Asset_1,0.031288
2020-10-14,5,Asset_5,Asset_1,0.031288
2020-10-15,1,Asset_0,Asset_6,0.031292
2020-10-15,2,Asset_1,Asset_6,0.031292
2020-10-15,3,Asset_2,Asset_6,0.031292
2020-10-15,4,Asset_3,Asset_6,0.031292
2020-10-15,5,Asset_4,Asset_6,0.031292
2020-10-16,1,Asset_12,Asset_7,0.031282
2020-10-16,2,Asset_25,Asset_7,0.031282
2020-10-16,3,Asset_0,Asset_7,0.031282
2020-10-16,4,Asset_1,Asset_7,0.031282
2020-10-16,5,Asset_2,Asset_7,0.031282
2020-10-19,1,Asset_3,Asset_6,0.031287
2020-10-19,2,Asset_8,Asset_6,0.031287
2020-10-19,3,Asset_16,Asset_6,0.031287
2020-10-19,4,Asset_17,Asset_6,0.031287
2020-10-19,5,Asset_18,Asset_6,0.031287
2020-10-20,1,Asset_23,Asset_6,0.031289
2020-10-20,2,Asset_0,Asset_6,0.031289
2020-10-20,3,Asset_1,Asset_6,0.031289
2020-10-20,4,Asset_2,Asset_6,0.031289
2020-10-20,5,Asset_3,Asset_6,0.031289
2020-10-21,1,Asset_0,Asset_8,0.031273
2020-10-21,2,Asset_1,Asset_8,0.031273
2020-10-21,3,Asset_2,Asset_8,0.031273
2020-10-21,4,Asset_3,Asset_8,0.031273
2020-10-21,5,Asset_4,Asset_8,0.031273
2020-10-22,1,Asset_0,Asset_20,0.031273
2020-10-22,2,Asset_4,Asset_20,0.031273
2020-10-22,3,Asset_5,Asset_20,0.031273
2020-10-22,4,Asset_14,Asset_20,0.031273
2020-10-22,5,Asset_16,Asset_20,0.031273
2020-10-23,1,Asset_0,Asset_20,0.031333
2020-10-23,2,Asset_1,Asset_20,0.031333
2020-10-23,3,Asset_2,Asset_20,0.031333
2020-10-23,4,Asset_3,Asset_20,0.031333
2020-10-23,5,Asset_4,Asset_20,0.031333
2020-10-26,1,Asset_0,Asset_20,0.031311
2020-10-26,2,Asset_1,Asset_20,0.031311
2020-10-26,3,Asset_2,Asset_20,0.031311
2020-10-26,4,Asset_3,Asset_20,0.031311
2020-10-26,5,Asset_4,Asset_20,0.031311
2020-10-27,1,Asset_0,Asset_20,0.031308
2020-10-27,2,Asset_8,Asset_20,0.031308
2020-10-27,3,Asset_11,Asset_20,0.031308
2020-10-27,4,Asset_15,Asset_20,0.031308
2020-10-27,5,Asset_23,Asset_20,0.031308
2020-10-28,1,Asset_0,Asset_9,0.031292
2020-10-28,2,Asset_1,Asset_9,0.031292
2020-10-28,3,Asset_2,Asset_9,0.031292
2020-10-28,4,Asset_3,Asset_9,0.031292
2020-10-28,5,Asset_4,Asset_9,0.031292
2020-10-29,1,Asset_1,Asset_3,0.031271
2020-10-29,2,Asset_5,Asset_3,0.031271
2020-10-29,3,Asset_9,Asset_3,0.031271
2020-10-29,4,Asset_13,Asset_3,0.031271
2020-10-29,5,Asset_15,Asset_3,0.031271
2020-10-30,1,Asset_4,Asset_3,0.031307
2020-10-30,2,Asset_10,Asset_3,0.031307
2020-10-30,3,Asset_13,Asset_3,0.031307
2020-10-30,4,Asset_14,Asset_3,0.031307
2020-10-30,5,Asset_17,Asset_3,0.031307
2020-11-02,1,Asset_0,Asset_16,0.031289
2020-11-02,2,Asset_1,Asset_16,0.031289
2020-11-02,3,Asset_2,Asset_16,0.031289
2020-11-02,4,Asset_3,Asset_16,0.031289
2020-11-02,5,Asset_6,Asset_16,0.031289
2020-11-03,1,Asset_1,Asset_9,0.031314
2020-11-03,2,Asset_14,Asset_9,0.031314
2020-11-03,3,Asset_16,Asset_9,0.031314
2020-11-03,4,Asset_18,Asset_9,0.031314
2020-11-03,5,Asset_20,Asset_9,0.031314
2020-11-04,1,Asset_2,Asset_13,0.03131
2020-11-04,2,Asset_15,Asset_13,0.03131
2020-11-04,3,Asset_0,Asset_13,0.03131
2020-11-04,4,Asset_1,Asset_13,0.03131
2020-11-04,5,Asset_3,Asset_13,0.03131
2020-11-05,1,Asset_0,Asset_8,0.031354
2020-11-05,2,Asset_1,Asset_8,0.031354
2020-11-05,3,Asset_2,Asset_8,0.031354
2020-11-05,4,Asset_3,Asset_8,0.031354
2020-11-05,5,Asset_4,Asset_8,0.031354
2020-11-06,1,Asset_0,Asset_12,0.03136
2020-11-06,2,Asset_1,Asset_12,0.03136
2020-11-06,3,Asset_2,Asset_12,0.03136
2020-11-06,4,Asset_3,Asset_12,0.03136
2020-11-06,5,Asset_4,Asset_12,0.03136
2020-11-09,1,Asset_0,Asset_6,0.031339
2020-11-09,2,Asset_1,Asset_6,0.031339
2020-11-09,3,Asset_2,Asset_6,0.031339
2020-11-09,4,Asset_3,Asset_6,0.031339
2020-11-09,5,Asset_4,Asset_6,0.031339
2020-11-10,1,Asset_4,Asset_25,0.032139
2020-11-10,2,Asset_0,Asset_25,0.032139
2020-11-10,3,Asset_1,Asset_25,0.032139
2020-11-10,4,Asset_2,Asset_25,0.032139
2020-11-10,5,Asset_3,Asset_25,0.032139
2020-11-11,1,Asset_8,Asset_25,0.032169
2020-11-11,2,Asset_2,Asset_25,0.032169
2020-11-11,3,Asset_3,Asset_25,0.032169
2020-11-11,4,Asset_7,Asset_25,0.032169
2020-11-11,5,Asset_12,Asset_25,0.032169
2020-11-12,1,Asset_30,Asset_25,0.032538
2020-11-12,2,Asset_2,Asset_25,0.032538
2020-11-12,3,Asset_3,Asset_25,0.032538
2020-11-12,4,Asset_10,Asset_25,0.032538
2020-11-12,5,Asset_11,Asset_25,0.032538
2020-11-13,1,Asset_0,Asset_25,0.031457
2020-11-13,2,Asset_1,Asset_25,0.031457
2020-11-13,3,Asset_5,Asset_25,0.031457
2020-11-13,4,Asset_6,Asset_25,0.031457
2020-11-13,5,Asset_8,Asset_25,0.031457
2020-11-16,1,Asset_0,Asset_25,0.031489
2020-11-16,2,Asset_1,Asset_25,0.031489
2020-11-16,3,Asset_2,Asset_25,0.031489
2020-11-16,4,Asset_3,Asset_25,0.031489
2020-11-16,5,Asset_4,Asset_25,0.031489
2020-11-17,1,Asset_21,Asset_25,0.031442
2020-11-17,2,Asset_0,Asset_25,0.031442
2020-11-17,3,Asset_3,Asset_25,0.031442
2020-11-17,4,Asset_4,Asset_25,0.031442
2020-11-17,5,Asset_5,Asset_25,0.031442
2020-11-18,1,Asset_0,Asset_28,0.031341
2020-11-18,2,Asset_3,Asset_28,0.031341
2020-11-18,3,Asset_4,Asset_28,0.031341
2020-11-18,4,Asset_5,Asset_28,0.031341
2020-11-18,5,Asset_6,Asset_28,0.031341
2020-11-19,1,Asset_0,Asset_19,0.031298
2020-11-19,2,Asset_1,Asset_19,0.031298
2020-11-19,3,Asset_3,Asset_19,0.031298
2020-11-19,4,Asset_4,Asset_19,0.031298
2020-11-19,5,Asset_5,Asset_19,0.031298
2020-11-20,1,Asset_4,Asset_25,0.031344
2020-11-20,2,Asset_6,Asset_25,0.031344
2020-11-20,3,Asset_7,Asset_25,0.031344
2020-11-20,4,Asset_8,Asset_25,0.031344
2020-11-20,5,Asset_10,Asset_25,0.031344
2020-11-23,1,Asset_17,Asset_25,0.031371
2020-11-23,2,Asset_19,Asset_25,0.031371
